time,S,I,R
0.0,990.0,10.0,0.0
0.00021931839962565963,989.0,11.0,0.0
0.0002547101547375829,988.0,12.0,0.0
0.00043545667342433645,987.0,13.0,0.0
0.00124186225244802,986.0,14.0,0.0
0.0013731233337092817,985.0,15.0,0.0
0.0015175893857365716,984.0,16.0,0.0
0.0021941207102495813,983.0,17.0,0.0
0.0023963777301024003,982.0,18.0,0.0
0.0024582790296121867,981.0,19.0,0.0
0.0025313568038596874,980.0,20.0,0.0
0.002749852569366623,979.0,21.0,0.0
0.002770406560630999,978.0,22.0,0.0
0.0029198705184207766,977.0,23.0,0.0
0.003279784642201266,976.0,24.0,0.0
0.0033891382539170843,975.0,25.0,0.0
0.0036051660999457725,974.0,26.0,0.0
0.0036764094822779934,973.0,27.0,0.0
0.00394413478645651,972.0,28.0,0.0
0.004060464126685241,971.0,29.0,0.0
0.0043715168629968855,970.0,30.0,0.0
0.004480112360952782,969.0,31.0,0.0
0.004588211709208471,968.0,32.0,0.0
0.0047312470406785856,967.0,33.0,0.0
0.004746427860793188,966.0,34.0,0.0
0.004976843722608018,965.0,35.0,0.0
0.0049977022050417185,964.0,36.0,0.0
0.005012348679899469,963.0,37.0,0.0
0.005048869469596849,962.0,38.0,0.0
0.0050805438611241345,961.0,39.0,0.0
0.005092012673474663,960.0,40.0,0.0
0.005163947264786131,959.0,41.0,0.0
0.005209340865828119,958.0,42.0,0.0
0.0052728589500577955,957.0,43.0,0.0
0.00531702487013553,956.0,44.0,0.0
0.005365560958221863,955.0,45.0,0.0
0.0055699138476617924,954.0,46.0,0.0
0.005583072169550484,953.0,47.0,0.0
0.005600185215528227,952.0,48.0,0.0
0.005659075029165971,951.0,49.0,0.0
0.005691126705054743,950.0,50.0,0.0
0.0056916161121899015,949.0,51.0,0.0
0.0058392428387507205,948.0,52.0,0.0
0.006030826664295206,947.0,53.0,0.0
0.006057095811666142,946.0,54.0,0.0
0.006088153313905772,945.0,55.0,0.0
0.006110574987784496,944.0,56.0,0.0
0.006137841124893401,943.0,57.0,0.0
0.006255565203083256,942.0,58.0,0.0
0.006275670538569836,941.0,59.0,0.0
0.006410035489009498,940.0,60.0,0.0
0.006443151195155545,939.0,61.0,0.0
0.006473131587314215,938.0,62.0,0.0
0.006500701238076321,937.0,63.0,0.0
0.006573147678751317,936.0,64.0,0.0
0.006596847823071489,935.0,65.0,0.0
0.00666781179212999,934.0,66.0,0.0
0.006680658951904894,933.0,67.0,0.0
0.006697749929388417,932.0,68.0,0.0
0.006738924018977831,931.0,69.0,0.0
0.006879472940972229,930.0,70.0,0.0
0.0068807741490071826,929.0,71.0,0.0
0.006906054437647122,928.0,72.0,0.0
0.006920786153624165,927.0,73.0,0.0
0.006944061134522449,926.0,74.0,0.0
0.007105933285296604,925.0,75.0,0.0
0.007134329029154901,924.0,76.0,0.0
0.0071532455338860395,923.0,77.0,0.0
0.0072342472825097015,922.0,78.0,0.0
0.00723812256700024,921.0,79.0,0.0
0.007271018609268384,920.0,80.0,0.0
0.007340113926225954,919.0,81.0,0.0
0.007362406775005834,918.0,82.0,0.0
0.007585080964792675,917.0,83.0,0.0
0.007673226782269638,916.0,84.0,0.0
0.007682094590190464,915.0,85.0,0.0
0.007714337310885923,914.0,86.0,0.0
0.007732876904684135,913.0,87.0,0.0
0.0077697900637671265,912.0,88.0,0.0
0.007781460227298809,911.0,89.0,0.0
0.007783138635369901,910.0,90.0,0.0
0.00786384344243907,909.0,91.0,0.0
0.007945397981859064,908.0,92.0,0.0
0.007978510313748067,907.0,93.0,0.0
0.008095101038068042,906.0,94.0,0.0
0.008114443907480427,905.0,95.0,0.0
0.008163331651577623,904.0,96.0,0.0
0.008249569781120594,903.0,97.0,0.0
0.008311595731335528,902.0,98.0,0.0
0.008331098651006888,901.0,99.0,0.0
0.008471261421540543,900.0,100.0,0.0
0.00849463304136442,899.0,101.0,0.0
0.008564251467632625,898.0,102.0,0.0
0.008577177894931282,897.0,103.0,0.0
0.008580246297752912,896.0,104.0,0.0
0.008596256542792733,895.0,105.0,0.0
0.008658952581273034,894.0,106.0,0.0
0.008779630720275496,893.0,107.0,0.0
0.008795940628138257,892.0,108.0,0.0
0.008818263757389621,891.0,109.0,0.0
0.008876756225633312,890.0,110.0,0.0
0.008885176812782617,889.0,111.0,0.0
0.008896000090560225,888.0,112.0,0.0
0.008907732908687441,887.0,113.0,0.0
0.008963947214610881,886.0,114.0,0.0
0.008989225209528951,885.0,115.0,0.0
0.009111530203185968,884.0,116.0,0.0
0.0091217720118612,883.0,117.0,0.0
0.009173241650887195,882.0,118.0,0.0
0.009197211685688041,881.0,119.0,0.0
0.009205172408432983,880.0,120.0,0.0
0.00925703924230263,879.0,121.0,0.0
0.009337726978556102,878.0,122.0,0.0
0.00936009114046242,877.0,123.0,0.0
0.009432579456767107,876.0,124.0,0.0
0.00943750123556358,875.0,125.0,0.0
0.00944265059957871,874.0,126.0,0.0
0.009448132278171999,873.0,127.0,0.0
0.009471229707510815,872.0,128.0,0.0
0.009500845406581707,871.0,129.0,0.0
0.009556535501856306,870.0,130.0,0.0
0.009615883707225506,869.0,131.0,0.0
0.00964485213223168,868.0,132.0,0.0
0.009688533192152661,867.0,133.0,0.0
0.009860108088207637,866.0,134.0,0.0
0.009887060190919186,865.0,135.0,0.0
0.009904008212282156,864.0,136.0,0.0
0.009925869951674807,863.0,137.0,0.0
0.009938005554296081,862.0,138.0,0.0
0.00994060870106485,861.0,139.0,0.0
0.009942852821559052,860.0,140.0,0.0
0.009954541367977146,859.0,141.0,0.0
0.009992216945618491,858.0,142.0,0.0
0.01002850862425621,857.0,143.0,0.0
0.010031208938899276,856.0,144.0,0.0
0.010068270645504796,855.0,145.0,0.0
0.01007349843405863,854.0,146.0,0.0
0.010083822980945924,853.0,147.0,0.0
0.010091872555657319,852.0,148.0,0.0
0.010134365494800388,851.0,149.0,0.0
0.010192616123029416,850.0,150.0,0.0
0.010218348927489676,849.0,151.0,0.0
0.01022614915296515,848.0,152.0,0.0
0.010241711314688698,847.0,153.0,0.0
0.010246877431585616,846.0,154.0,0.0
0.010255972504107754,845.0,155.0,0.0
0.01026099927615273,844.0,156.0,0.0
0.01029800768285189,843.0,157.0,0.0
0.01030340045777395,842.0,158.0,0.0
0.010335667893253051,841.0,159.0,0.0
0.010335917444768444,840.0,160.0,0.0
0.010395165226080695,839.0,161.0,0.0
0.01040616230483622,838.0,162.0,0.0
0.010414482751316026,837.0,163.0,0.0
0.010415607294993072,836.0,164.0,0.0
0.01042680815304172,835.0,165.0,0.0
0.01044042816768568,834.0,166.0,0.0
0.010444475140996685,833.0,167.0,0.0
0.01049434803309851,832.0,168.0,0.0
0.010551097370351464,831.0,169.0,0.0
0.010551375821779686,830.0,170.0,0.0
0.010568722358254498,829.0,171.0,0.0
0.01057853900149992,828.0,172.0,0.0
0.010585619971169604,827.0,173.0,0.0
0.010588530695138593,826.0,174.0,0.0
0.01061737903657321,825.0,175.0,0.0
0.010631190532208129,824.0,176.0,0.0
0.01065537715592593,823.0,177.0,0.0
0.010693577273722983,822.0,178.0,0.0
0.010727296514976881,821.0,179.0,0.0
0.010735999896570075,820.0,180.0,0.0
0.010743565602543638,819.0,181.0,0.0
0.010763636971455421,818.0,182.0,0.0
0.010782793824506696,817.0,183.0,0.0
0.010796459670026648,816.0,184.0,0.0
0.010797342859579713,815.0,185.0,0.0
0.010820516209888636,814.0,186.0,0.0
0.010883634533860587,813.0,187.0,0.0
0.010900852834975602,812.0,188.0,0.0
0.010956328891238385,811.0,189.0,0.0
0.010995896226854015,810.0,190.0,0.0
0.011003013910906478,809.0,191.0,0.0
0.011006598194308699,808.0,192.0,0.0
0.01104819958163347,807.0,193.0,0.0
0.011052194577574857,806.0,194.0,0.0
0.01109495029083819,805.0,195.0,0.0
0.011098345463826195,804.0,196.0,0.0
0.011106808805185981,803.0,197.0,0.0
0.01115458360091417,802.0,198.0,0.0
0.011172465953069765,801.0,199.0,0.0
0.011179571597484573,800.0,200.0,0.0
0.011192782090193691,799.0,201.0,0.0
0.01120025459903015,798.0,202.0,0.0
0.011205761885526605,797.0,203.0,0.0
0.01123941002931788,796.0,204.0,0.0
0.011263416268298314,795.0,205.0,0.0
0.011289547086065627,794.0,206.0,0.0
0.011297088833542033,793.0,207.0,0.0
0.011331337711496012,792.0,208.0,0.0
0.011339268881003462,791.0,209.0,0.0
0.011364357172317761,790.0,210.0,0.0
0.011453311664963814,789.0,211.0,0.0
0.011467803484835417,788.0,212.0,0.0
0.011480806363579264,787.0,213.0,0.0
0.011493893306246495,786.0,214.0,0.0
0.011497028917557507,785.0,215.0,0.0
0.011524129927049624,784.0,216.0,0.0
0.011532828514192437,783.0,217.0,0.0
0.011534562731732914,782.0,218.0,0.0
0.011547518216735516,781.0,219.0,0.0
0.011558080315284231,780.0,220.0,0.0
0.011595091850554403,779.0,221.0,0.0
0.011640415475000207,778.0,222.0,0.0
0.011649392355408107,777.0,223.0,0.0
0.011653379597628032,776.0,224.0,0.0
0.01166037700660063,775.0,225.0,0.0
0.011687598938222616,774.0,226.0,0.0
0.011693256597470834,773.0,227.0,0.0
0.011695670631736835,772.0,228.0,0.0
0.011715227061040681,771.0,229.0,0.0
0.01172590772338337,770.0,230.0,0.0
0.011753131301740112,769.0,231.0,0.0
0.011757222409538115,768.0,232.0,0.0
0.01176827862711067,767.0,233.0,0.0
0.011773470502272721,766.0,234.0,0.0
0.011795127511159593,765.0,235.0,0.0
0.011812393659681363,764.0,236.0,0.0
0.011841044751210549,763.0,237.0,0.0
0.011848828810503864,762.0,238.0,0.0
0.011850874792111122,761.0,239.0,0.0
0.01189375239671588,760.0,240.0,0.0
0.011913509883157886,759.0,241.0,0.0
0.011916389166114181,758.0,242.0,0.0
0.011918874330848215,757.0,243.0,0.0
0.01192553653024349,756.0,244.0,0.0
0.011937481770971925,755.0,245.0,0.0
0.011948000977395975,754.0,246.0,0.0
0.01195472790438234,753.0,247.0,0.0
0.01196076757208049,752.0,248.0,0.0
0.011961152254395806,751.0,249.0,0.0
0.01199288865584329,751.0,248.0,1.0
0.012004998139675817,750.0,249.0,1.0
0.012005991831495755,749.0,250.0,1.0
0.012009782181299621,748.0,251.0,1.0
